id,metadata,first_sentence,moves
160,"Ogan, C.a , Willnat, L.a , Pennington, R.a , Bashir, M.b  The rise of anti-Muslim prejudice: Media and Islamophobia in Europe and the United States (2014) International Communication Gazette, 76 (1), pp. 27-46.",The goal of this study is to determine the possible factors leading to increased anti-Muslim sentiment or Islamophobia in a comparative examination of public opinion in the United States and Europe.,<2> <3> <4> <4> <4> <4>
161,"McClure, E.A.a , Acquavita, S.P.b , Dunn, K.E.c , Stoller, K.B.c , Stitzer, M.L.c  Characterizing smoking, cessation services, and quit interest across outpatient substance abuse treatment modalities (2014) Journal of Substance Abuse Treatment, 46 (2), pp. 194-201.","The majority of individuals seeking treatment for substance use disorders are cigarette smokers, yet smoking cessation is rarely addressed during treatment.",<1> <1> <2> <3> <4> <4> <4> <4>
162,"Brady, D., Finnigan, R. Does Immigration Undermine Public Support for Social Policy? (2014) American Sociological Review, 79 (1), pp. 17-42.","There has been great interest in the relationship between immigration and the welfare state in recent years, and particularly since Alesina and Glaeser's (2004) influential work.",<1> <1> <1> <1> <4> <4> <4> <4> <5> <5> <5> <5>
163,"Claeys, A.-S.a , Cauberghe, V.b  What makes crisis response strategies work? The impact of crisis involvement and message framing (2014) Journal of Business Research, 67 (2), pp. 182-189.",This study investigates the moderating impact of crisis involvement and message framing on the effect of crisis response strategies on post-crisis attitude toward an organization.,<2> <3> <3> <3> <3> <4> <4> <5> <5> <5>
164,"Schlett, C., Ziegler, R. Job emotions and job cognitions as determinants of job satisfaction: The moderating role of individual differences in need for affect (2014) Journal of Vocational Behavior, 84 (1), pp. 74-89.",Research has shown that job satisfaction is determined by both cognitions about the job and affect at work.,<1> <1> <3> <3> <3> <3> <3> <3> <3> <3> <4> <5> <5> <5>
165,"Park, J.a , Kim, H.J.b  Environmental proactivity of hotel operations: Antecedents and the moderating effect of ownership type (2014) International Journal of Hospitality Management, 37, pp. 1-10.","This study examines the relative importance of three influential factors (stakeholder pressure, economic opportunities, and top managers' personal environmental concern) in shaping managerial attitudes toward adoption of green programs in the hotel industry.",<2> <4> <4> <4> <4> <4> <4>
166,"Shteynberg, G.a , Hirsh, J.B.b , Galinsky, A.D.c , Knight, A.P.d  Shared attention increases mood infusion (2014) Journal of Experimental Psychology: General, 143 (1), pp. 123-130.",The current research explores how awareness of shared attention influences attitude formation.,<2> <3> <3> <4> <4> <5> <5> <5>
167,"Stantchev, V.a , Colomo-Palacios, R.b , Soto-Acosta, P.c , Misra, S.d  Learning management systems and cloud file hosting services: A study on students' acceptance (2014) Computers in Human Behavior, 31 (1), pp. 612-619.",The aim of this paper is to investigate the motivations that lead higher education students to replace several Learning Management Systems (LMS) services with cloud file hosting services for information sharing and collaboration among them.,<2> <1> <1> <3> <4> <4> <4> <4> <4>
168,"Park, H., Ostrosky, M.M. What Typically Developing Children's Parents Say When They Read Books About Disabilities (2014) Topics in Early Childhood Special Education, 33 (4), pp. 225-236.","The purpose of this study was to examine (a) how parents and their kindergarten-age children talk about disabilities when they read books that include characters with disabilities and (b) the relationship between the frequency of mother/child comments about disabilities and children's attitudes toward peers with disabilities, as measured by the Acceptance Scale for Kindergarten-Revised (ASK-R).",<2> <3> <3> <3> <4> <4> <4>
169,"Cappa, C.a , Dam, H.b  Prevalence of and Risk Factors for Violent Disciplinary Practices at Home in Viet Nam (2014) Journal of Interpersonal Violence, 29 (3), pp. 497-516.","Data on parenting practices and the use of violence in child rearing remain scarce worldwide, hindering prevention efforts.",<1> <2> <3> <3> <3> <3> <4> <4> <4> <5> <5> <5>
170,"Wan, C., Shen, G.Q., Yu, A. The role of perceived effectiveness of policy measures in predicting recycling behaviour in Hong Kong (2014) Resources, Conservation and Recycling, 83, pp. 141-151.",Hong Kong is a compact and 'land-hungry' city where recycling has become an important measure for treating waste and reducing the demand on the limited landfills.,<1> <2> <1> <1> <3> <4> <4> <5> <5> <5>
171,"Bader, B., Berg, N. The influence of terrorism on expatriate performance: a conceptual approach (2014) International Journal of Human Resource Management, 25 (4), pp. 539-557.",This article presents a conceptual model of the influence of terrorism on expatriates' work attitudes and performance.,<2> <2> <4> <4> <5> <5> <5>
172,"Coppola, M. Eliciting risk-preferences in socio-economic surveys: How do different measures perform? (2014) Journal of Socio-Economics, 48, pp. 1-10.",This paper contributes to the debate on the adequate elicitation of individual risk attitudes in general socio-economic surveys.,<6> <3> <4> <4> <4> <4> <4> <4> <4>
173,"Ahmmed, M., Sharma, U., Deppeler, J. Variables affecting teachers' intentions to include students with disabilities in regular primary schools in Bangladesh (2014) Disability and Society, 29 (2), pp. 317-331.","This paper presents an overview of a study conducted to examine the influence of teacher attitudes, teacher efficacy and perceived school support on teachers' intentions to include students with disabilities in government primary schools in a region of Bangladesh.",<2> <3> <3> <3> <5> <5> <5> <5> <5>
174,"Schupmann, B.A. Thoughtlessness and resentment: Determinism and moral responsibility in the case of Adolf Eichmann (2014) Philosophy and Social Criticism, 40 (2), pp. 127-144.",Is a devoted Nazi or a zombie bureaucrat a greater moral and political problem?,<1> <1> <1> <1> <1> <1> <1> <1> <1>
175,"Verneau, F., Caracciolo, F., Coppola, A., Lombardi, P. Consumer fears and familiarity of processed food. The value of information provided by the FTNS (2014) Appetite, 73, pp. 140-146.",Food choice and consumption behaviour are influenced by many interacting factors.,<1> <2> <2> <1> <2> <3> <3> <3> <3>
176,"Exley, S. Are Quasi-markets in Education what the British Public Wants? (2014) Social Policy and Administration, 48 (1), pp. 24-43.","In the context of inconclusive evidence on the extrinsic successes of quasi-markets, policy defences of school choice and competition in education have often discussed the intrinsic, empowering value of choice for consumers, arguing that school choice for parents is 'what people want'.",<1> <1> <1> <2> <3> <4> <5> <5> <5>
177,"Chiaburu, D.S., Thundiyil, T., Wang, J. Alienation and its correlates: A meta-analysis (2014) European Management Journal, 32 (1), pp. 24-36.","We provide a meta-analysis of alienation, outlining the extent to which it is predicted by individual differences (need for achievement), role stressors (role conflict), leader dimensions (initiating structure), and aspects of the work context (formalization).",<2> <2> <2> <3> <3> <3>
178,"Scopus EXPORT DATE:20 Feb 2014 Haghish, E.F.a , Heydari, A.b , Pfuhl, G.c , Biegler, R.c , Teymoori, A.d","Research on ethnic humor has been centered on initiators and functions of ethnic humor, ignoring people's ethical attitudes toward this type of humor.",<1> <2> <3> <4> <4> <4> <5>
179,"Mahalle, S., Matzin, R., Hamid, M.H.S., Shahrill, M., Mundia, L. Brunei student teachers' selected personal attributes, attitudes to women and interpersonal trust: Brief psychological report (2014) Asian Social Science, 10 (1), pp. 151-157.",Males scored significantly higher than females on the masculinity-femininity dimension of the personal attributes inventory.,<4> <4> <4> <4> <4> <4> <5>
180,"Hatfield, R.D.a , Turner, J.H.b , Spiller, S.a  Altruism, reciprocity, and cynicism: A new model to conceptualize the attitudes which support prosocial behaviors (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 159-166.",There is an active interest in the prosocial behaviors that help provide the social glue in organizations.,<1> <2> <2> <2> <4> <5>
181,"Walker, W.J. The new work contract: Mitigating the negative effects on work attitudes (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 121-136.",Psychological contracts in today's workforce continue to evolve from those that are more relational to those that are more transactional.,<1> <1> <1> <2> <3>
182,"Bardwell, S.H. Conflict and communication in the workplace: An inquiry and findings from xyz university's study on religious tolerance and diversity suggesting ironies of cultural attitudes, free expression and conflict in an academic organization (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 1-28.","Organizational freedoms, rights and attitudes about diversity and tolerance are important to all organizations' core values.",<1> <1> <2> <2> <2> <6>
183,"Sick, D.H. Oedipal complexes: Freud and artemidorus (2013) Soundings, 96 (4), pp. 382-397.",Sigmund Freud and the second-century CE dream interpreter Artemidorus of Daldis displayed a certain degree of respect for their patients or clients.,<1> <1> <1> <1> <1> <1> <1> <1> <1>
184,"Luna, A.a , Chou, S.Y.b  Drivers for workplace gossip: An application of the theory of planned behavior (2013) Journal of Organizational Culture, Communications and Conflict, 17 (1), pp. 115-130.",Gossip is one of the most pervasive and ubiquitous activities in modern organizations.,<1> <1> <1> <3> <4>
185,"Malangwasira, T.E. Demographic differences between a leader and followers tend to inhibit leaderfollower exchange levels and job satisfaction (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 63-106.",This quantitative study explores whether demographic differences between a leader and follower are negatively related to the leader-follower exchange (LMX) levels and job satisfaction.,<2> <1> <4> <4> <3> <3>
186,"Tait, K.a , Mundia, L.b  A comparison of Brunei and Hong Kong - SAR student teachers' self-efficacy in implementing inclusive education practices: Implications for teacher education (2014) Asian Social Science, 10 (1), pp. 51-60.","The survey compared the scores of 159 (118 females) randomly selected Brunei and Hong Kong (Special Administrative Region) student teachers on the New General Self-efficacy Scale (NGSS); Self-efficacy in Implementing Inclusive Practices Scale (SIIPS); Sentiments, Attitudes and Concerns about Inclusive Education Scale (SACIES); and Inclusive Classroom Setting Scale (ICSS).",<3> <4> <4> <4> <4> <4> <4> <4> <4> <4> <5>
187,"Secrest, T.W. Underwater mortgages: Why homeowners may continue to pay the debt (2013) Journal of Economics and Economic Education Research, 14 (2), pp. 101-114.",The ongoing decline in housing values has left a segment of homeowners with mortgage balances that are larger than the property's market value and many of these underwater owners continue to make mortgage payments on-time and in-full.,<1> <1> <2> <3> <3> <4> <4> <5>
188,"Hill, K.L. We've come a long way, baby, or have we? (2013) Journal of Organizational Culture, Communications and Conflict, 17 (2), pp. 29-36.","The purpose of the research was to explore how far the women in the US workforce have come including (1) a comparison of men and women=s pay, work positions, and promotion possibilities, (2) a review of women entrepreneurs, and (3) an examination of obstacles facing women in the workplace.",<2> <3> <4> <4> <4> <4> <4> <4>
189,"Norman, H.a , Din, R.a , Nordin, N.b , Ryberg, T.c  A review on the use and perceived effects of mobile blogs on learning in higher educational settings (2014) Asian Social Science, 10 (1), pp. 209-222.",Mobile technology is affecting the way we learn and teach in higher education.,<1> <1> <2> <3> <3> <4> <4> <4> <5> <5>
190,"Intarakamhang, U., Peungposop, N. Effective improvement of talents management for continuing of managing government (2014) Asian Social Science, 10 (1), pp. 124-137.",The Talent Management System or the HiPPS (High Performance and Potential System) was developed by the Office of the Civil Service Commission (OCSC) for 10 years since 2003 in Thailand.,<1> <2> <3> <3> <3> <4> <4> <5>
191,"Metzl, J.M. Structural Health and the Politics of African American Masculinity (2013) American Journal of Men's Health, 7 (4 SUPPL.), pp. 68S-72S.","This commentary describes ways in which notions of African American men's ""health"" attained by individual choice-embedded in the notion that African American men should visit doctors or engage in fewer risky behaviors-are at times in tension with larger cultural, economic, and political notions of ""health.""",<1> <2> <2> <4> <4> <4>
192,"Watkins, D.C., Abelson, J.M., Jefferson, S.O. ""Their Depression Is Something Different. It Would Have to Be"": Findings From a Qualitative Study of Black Women's Perceptions of Depression in Black Men (2013) American Journal of Men's Health, 7 (4 SUPPL.), pp. 45S-57S.","This study reports findings from the Black Women's Perceptions of Black Men's Depression (BWP) study, which included eight focus groups with Black women (N = 46) from southeastern Michigan.",<2> <1> <4> <5> <5> <5>
193,"Bowleg, L., Mingo, M., Massie, J.S. ""The Skill Is Using Your Big Head Over Your Little Head"": What Black Heterosexual Men Say They Know, Want, and Need to Prevent HIV (2013) American Journal of Men's Health, 7 (4 SUPPL.), pp. 31S-42S.","Although the disproportionate toll of HIV/AIDS among Black heterosexuals, particularly in low-income U.S.",<1> <1> <3> <4> <4> <4> <4>
194,"Hammond, R. British Policy on Total Maritime Warfare and the Anti-Shipping Campaign in the Mediterranean, 1940-1944 (2013) Journal of Strategic Studies, 36 (6), pp. 789-814.","During World War II, the British ran a sustained anti-shipping campaign against Axis merchant and supply traffic in the Mediterranean.",<1> <1> <2> <2> <4> <4> <4>
195,"Ma, A.K.F.a , O'Toole, J.M.b  The perspectives of major stakeholders on video enriched problem-based learning for Chinese teacher education (2013) Australasian Journal of Educational Technology, 29 (6), pp. 901-915.",The study described in this paper investigated how the major stakeholders of a teacher education institution responded to a particular suite of educational products that involved video-based educational learning objects.,<2> <2> <2> <4> <5> <5> <5>
196,"Makarova, E., Herzog, W. Hidden school dropout among immigrant students: a cross-sectional study (2013) Intercultural Education, 24 (6), pp. 559-572.","Actual school dropout among immigrant youth has been addressed in a number of studies, but research on hidden school dropout among immigrant students is rare.",<1> <2> <3> <4> <4> <5> <5> <5>
197,"KardaÅ, Å. Turkey: A Regional Power Facing a Changing International System (2013) Turkish Studies, 14 (4), pp. 637-660.","Turkey's foreign policy activism in recent decades, characterized by an ambitious regional agenda and visibility in global affairs, has generated a lively debate.",<1> <1> <2> <2> <2> <2>
198,"Amer, R. Domestic political change and ethnic minorities - A case study of the ethnic Vietnamese in Cambodia (2013) Asia-Pacific Social Science Review, 13 (2), pp. 87-101.",The study analyzes the impact of domestic political change on ethnic minorities through a case study of the ethnic Vietnamese in Cambodia.,<2> <2> <2> <2> <4> <4> <4> <4> <4>
199,"Kaplan, A.a , ÃztÃ¼rk, M.b , ErtÃ¶r, E.c  Affect of parent visiting on attitude toward pupils' school and their family [Aile ziyaretlerinin Ã¶Ç§rencilerin okuluna ve ailesine yÃ¶nelik tutumuna etkisi] (2013) Milli Egitim, 1 (200), pp. 189-199.","Aim of this study find out affect on attitude toward pupils' parent, teachers and their school admiration of parent visiting, it is made pupils' home by teacher.",<2> <3> <6> <3> <4> <5>
200,"Brandon, J.C. Reversing the narrative of hillbilly history: A case study using archaeology at Van Winkle's Mill in the Arkansas Ozarks (2013) Historical Archaeology, 47 (3), pp. 36-51.","One of the most powerful and pervasive narratives at work in the Arkansas Ozark Mountains is that of the ""hillbilly.""",<1> <2> <1> <4> <4>
201,"Virk, K. India and the responsibility to protect: A tale of ambiguity (2013) Global Responsibility to Protect, 5 (1), pp. 56-83.",Military intervention to halt atrocities is one of the most contentious aspects of R2P and with which India has often expressed disagreement in the past.,<1> <1> <2> <1> <4> <4> <4> <4>
202,"Guenther, L.a , Ruhrmann, G.b  Science journalists' selection criteria and depiction of nanotechnology in German media (2013) Journal of Science Communication, 12 (3), art. no. A01, .","For lay people, mass media are the main source of scientific information; that is why science journalists ' selection and depiction of scientific issues is an important field to study.",<1> <2> <3> <3> <4> <4>
203,"Gil, I. BETWEEN RECEPTION AND SELF-PERCEPTION: TESTIMONIES OF HOLOCAUST SURVIVORS IN ISRAEL (2013) Journal of Modern Jewish Studies, 12 (3), pp. 493-515.",Based on survivors' testimonies the article discusses the encounters of Holocaust survivors in Palestine/Israel between 1945 and 1955.,<2> <2> <2> <2> <5> <5> <5> <5> <5> <5> <5> <5>
204,"Howes, R. Changing attitudes towards economic development and democracy in Brazil: Roberto Simonsen, Ernest Hambloch and the Brazilian Commercial Mission to the UK in 1919 (2013) Journal of Transatlantic Studies, 11 (4), pp. 368-386.",The visit of the Brazilian Commercial Mission to the UK in 1919 helped produce a change in mentalities following the First World War.,<1> <1> <1> <1> <4> <4> <4>
205,"Simpson, O. Student retention in distance education: are we failing our students? (2013) Open Learning, 28 (2), pp. 105-119. Cited 1 time.",This paper brings together some data on student retention in distance education in the form of graduation rates at a sample of distance institutions.,<2> <2> <2> <2> <3> <4> <4> <4> <4> <5> <5> <5>
206,"AÅkin, S.a , Tatar, M.b  Effect of employment planning with professional education on expectation and personal development (2013) Economy of Region, (4), pp. 43-53.","In recent years in Turkey, it has been observed that workforce education programs within the active workforce marketing policies implemented by the Turkish Labour Institution especially towards the disadvantaged groups such as the women, the long term unemployed, the youth with low skill levels in the workforce market are increasingly gaining importance by the support of European Union.",<1> <1> <1> <1> <2>
207,"Petrovic, M.a , Smith, N.R.b  In Croatia's slipstream or on an alternative road? Assessing the objective case for the remaining Western Balkan states acceding into the EU (2013) Journal of Southeast European and Black Sea, 13 (4), pp. 553-573.","Since the 'mega-enlargement' of the European Union into the erstwhile communist territories of Eastern Central Europe and the Baltics in 2004/2007, the prospect for further EU enlargement(s) has seriously dissipated.",<1> <1> <1> <2> <2> <2> <2> <2> <2>
208,"Ambrozy, D.a , Piwowarski, J.b  Aesthetic experience and spirit in view of safety culture (2013) Teoriya i Praktika Fizicheskoy Kultury, (12), pp. 54-57.",The phenomenon of safety culture has been a part of man's life probably since the very beginning of any form of social engagement.,<1> <1> <4> <1> <1> <2> <2> <2> <2> <2>
209,"Zuev, V.N., Ivanov, V.A. Youth value orientations when choosing extreme sports subcultures (2013) Teoriya i Praktika Fizicheskoy Kultury, (12), pp. 14-16.",The study of value orientations of young people contributes to allocating the degree of its adaptation to new social conditions and its innovation potential.,<1> <1> <1> <2> <3> <3> <3> <3> <3> <4>
210,"Daff, L. Accounting Students' Reflections on a Course to Enhance their Interpersonal Skills (2013) Accounting Education, 22 (6), pp. 563-581. Cited 1 time.",Communication skills are critical for an accountant's workplace success; however accounting education research to date has mainly focused on the writing and presentation skills aspects of communication skills.,<1> <1> <2> <2> <1> <1> <4> <4> <5> <5> <5>
211,"Manzheley, I.V. Environmental approach in formation of sports lifestyle of young students (2013) Teoriya i Praktika Fizicheskoy Kultury, (12), pp. 9-13.","Ecological deterioration, uncertain socioeconomic conditions and ideological goal sets, ?information boom?, the influence of hostile environment (spreading of drug abuse and alcoholism) and, as a consequence, constant breaking of life patterns resulted in the decrease of physical, mental, social and moral, health of the Russians.",<1> <1> <1> <1> <1> <1>
212,"Peshkova, N.V., Lubysheva, L.I., Peshkov, A.A. Sportization of physical edu-Cation as a condition of de-Velopment of student sport in non-sports universities (2013) Teoriya i Praktika Fizicheskoy Kultury, (12), pp. 88-90.",Nowadays much attention is being paid to development of student sport in our country.,<1> <1> <1> <2> <2> <2> <4>
213,"Weyers, J.R.a , Canale, G.b  Tuteo and voseo in the classroom: Linguistic attitudes among Montevidean educators (2013) Spanish in Context, 10 (3), pp. 371-389.",This study is based on the results of an online survey of Montevidean educators on their attitude toward the tuteo and voseo in the classroom.,<1> <1> <3> <3> <3> <3> <4> <4> <4>
214,"FanÄoviÄovÃ¡, J.a , Prokop, P.b , LeÅ¡kovÃ¡, A.c  Perceived disgust and personal experiences are associated with acceptance of dissections in schools (2013) Eurasia Journal of Mathematics, Science and Technology Education, 9 (3), pp. 311-318. Cited 2 times.","Animal dissections are essential parts of anatomy/zoology courses, but their effectiveness is influenced by student attitudes and emotions.",<1> <2> <4> <4> <4> <4> <5> <5> <5>
215,"Ivan, M. Study over the stakeholder's proactive attitude in the decision-making process regarding the reorganization of the public health system in Romania (2013) Administratie si Management Public, (21), pp. 6-26.",The paper approaches the public health sector changes according to the latest legislative regulations proposed for Romanian hospitals.,<1> <1> <1> <1> <3> <4> <4> <5>
216,"Raman, S.R.a  b , Landry, M.D.b  c , Ottensmeyer, C.A.d , Jacob, S.e , Hamdan, E.b , Bouhaimed, M.f  Keeping our children safe in motor vehicles: Knowledge, attitudes and practice among parents in Kuwait regarding child car safety (2013) International Journal of Injury Control and Safety Promotion, 20 (4), pp. 358-367.","Child safety restraints can reduce risk of death and decrease injury severity from road traffic crashes; however, knowledge about restraints and their use in Kuwait is limited.",<1> <3> <3> <4> <4> <5> <5> <5>
217,"Hodge, S.R.a , Sato, T.b , Mukoyama, T.c , Kozub, F.M.d  Development of the Physical Educators' Judgments about Inclusion Instrument for Japanese Physical Education Majors and an Analysis of their Judgments (2013) International Journal of Disability, Development and Education, 60 (4), pp. 332-346.","The purpose of this study was to assess the validity and reliability of the Physical Educators' Judgments about Inclusion (PEJI) survey for analysing the judgments of Japanese (361 male, 170 female) physical education teacher education majors.",<2> <2> <3> <4> <4> <4> <4> <4> <4>
218,"Kuckertz, A. Entrepreneurship education: Status quo and prospective developments (2013) Journal of Entrepreneurship Education, 16, pp. 59-71.",This paper discusses the current state of entrepreneurship education particularly at the level of higher education institutions.,<2> <2> <4> <4>
219,"O'Donoghue, T.a , Harford, J.b  Addressing the apparent paradox of the Catholic sister principal: 1940-1965 (2013) History of Education, 42 (6), pp. 765-782.",A body of scholarship on the history of the lives of Catholic teaching sisters has thrown up various challenges to educational historians.,<1> <1> <1> <2> <4> <4> <4>
220,"Grose, J., Paternotte, C. Social norms: Repeated interactions, punishment, and context dependence (2013) Public Reason, 5 (1), pp. 19-30.","We argue that recent game theoretic approaches to social norms differ on some fundamental issues, our focus being on recent accounts by Ken Binmore and Cristina Bicchieri.",<2> <2> <6> <6> <6> <6> <6>
221,"Harding, T. Faith-Based Organizations and the Secular State: The Establishment of a Muslim Study Association in Sweden (2013) Journal of Muslim Minority Affairs, 33 (3), pp. 341-355.","This article analyses the strategies adopted by Ibn Rushd Study Association, a Swedish-Muslim faith-based organization (FBO), to establish itself as a representative of Swedish Muslims in relation to the national government, as well as one of the 10 recognized study associations that handles much of the government-supported adult education in Sweden.",<2> <3> <6> <4> <4> <4> <4>
222,"KarakaÅ, N. Assessing the Potential of Minority Ethnic Teachers from a Transnational Perspective-'Multilingualism Is My Capital' (2013) Journal of Contemporary European Studies, 21 (4), pp. 526-540.",Germany is a country whose society is deeply affected by migration and transmigration.,<1> <1> <1> <1> <1> <1> <1> <1> <2> <2> <2> <2>
223,"Baral, J.K.a  b  The Afghan Game: Interests and Moves (2013) Strategic Analysis, 37 (6), pp. 700-715.","In Afghanistan, the third Great Game is still on.",<1> <1> <1> <1> <1> <1>
224,"Crane, B.a , Towne, A.a , Crane-Seeber, J.P.b  The Four Boxes of Gendered Sexuality: A Lesson Plan for Teaching About the History and Effects of Gendered Sexuality (2013) American Journal of Sexuality Education, 8 (4), pp. 274-305.","Why might intelligent, assertive females overlook sweet, caring guys, choosing instead to date males whose traditional masculinity makes them popular with other powerful males but who treat females and ""weaker"" males poorly?",<1> <1> <2> <2> <4> <2> <2> <2> <2> <2> <2>
225,"Rod-Welch, L.J., Weeg, B.E., Caswell, J.V., Kessler, T.L. Relative Preferences for Paper and for Electronic Books: Implications for Reference Services, Library Instruction, and Collection Management (2013) Internet Reference Services Quarterly, 18 (3-4), pp. 281-303.","While electronic books (e-books) can make intellectual content more accessible, librarians are faced with uncertainties about e-book acceptance and decreasing materials budgets.",<1> <1> <1> <1> <2> <2> <2>
226,"Ferrando, P.J. A general linear framework for modeling continuous responses with error in persons and items (2013) Methodology, 9 (4), pp. 150-161.",This study develops a general linear model intended for personality and attitude items with (approximately) continuous responses that is based on a double source of measurement error: items and persons.,<1> <1> <1> <2> <2> <2>
227,"Castleden, H., Daley, K., Sloan Morgan, V., Sylvestre, P. Settlers unsettled: using field schools and digital stories to transform geographies of ignorance about Indigenous peoples in Canada (2013) Journal of Geography in Higher Education, 37 (4), pp. 487-499.","Geography is a product of colonial processes, and in Canada, the exclusion from educational curricula of Indigenous worldviews and their lived realities has produced ""geographies of ignorance"".",<1> <1> <2> <4> <4> <4>
228,"Enns, P.K., Koch, J. Public opinion in the U.S. states: 1956 to 2010 (2013) State Politics and Policy Quarterly, 13 (3), pp. 349-372.","In this article, we create, validate, and analyze new dynamic measures of state partisanship, state policy mood, and state political ideology.",<2> <1> <2> <4> <4> <4> <4> <4>
229,"Karali, E.a  d , Brunner, B.b , Doherty, R.a , Hersperger, A.M.c , Rounsevell, M.D.A.a  The Effect of Farmer Attitudes and Objectives on the Heterogeneity of Farm Attributes and Management in Switzerland (2013) Human Ecology, 41 (6), pp. 915-926.",Identifying and interpreting the heterogeneity of farmer behaviour is becoming increasingly important in support of policy- and decision-making goals.,<1> <2> <2> <3> <4> <5> <5> <5> <5>
230,"Pierce, J. The Dying Animal (2013) Journal of Bioethical Inquiry, 10 (4), pp. 469-478. Cited 2 times.",The study of animal death is poised to blossom into an exciting new interdisciplinary field-and one with profound relevance for bioethics.,<1> <1> <2> <2> <2> <2>
231,"HaÅadewicz-Grzelak, M.a , Wilson, A.b  Mapping skeuomorphic artifacts among polish young adults: A semantic differential study of sculptures at the LicheÅ pilgrimage centre (2013) Polish Sociological Review, 181 (1), pp. 103-128. Cited 1 time.",Surprisingly little is known about the religious attitudes of young adults in Poland.,<1> <1> <1> <2> <2> <2> <2> <2> <4> <4> <4> <4> <4> <4> <3> <5>
232,"Hattab, H.W. Impact of Entrepreneurship Education on Entrepreneurial Intentions of University Students in Egypt (2014) Journal of Entrepreneurship, 23 (1), pp. 1-18.",The competition seeks to encourage students to think of creative ways of using business to create good in the world.,<1> <3> <3> <4> <4> <4>
233,"Billings, A.C.a , Brown, N.A.b , Brown, K.A.c , Guoqingd , Leeman, M.A.e , LiÄen, S.f , Novak, D.R.g , Rowe, D.h  From Pride to Smugness and the Nationalism Between: Olympic Media Consumption Effects on Nationalism Across the Globe (2013) Mass Communication and Society, 16 (6), pp. 910-932.","To measure relationships between Olympic media viewing and nation-based attitudes, 6 nations (Australia, Bulgaria, China, the Netherlands, Slovenia, and the United States) were surveyed in the 5 days immediately after the 2012 London Olympics.",<3> <3> <4> <4> <5> <5> <5>
234,"Zhou, S.a , Shen, B.a , Zhang, C.b , Zhong, X.c  Creating a Competitive Identity: Public Diplomacy in the London Olympics and Media Portrayal (2013) Mass Communication and Society, 16 (6), pp. 869-887.",Sports events such as the Olympics are ideal venues for a country to exercise public diplomacy and to promote a competitive identity.,<1> <2> <3> <4> <5> <5> <5>
235,"Panait-BÃ®rzescu, F. The cult of Apollo in the Greek cities of the Black Sea: The contribution of iconographic documentation [Le culte d'apollon dans les cites grecques de la mer noire: L'apport de la documentation iconographique] (2013) Dacia, 57, pp. 81-97.","The present paper presents an analysis of the iconographical evidence, which could bring new data for the knowledge of Apollo's cult, a deity worshipped in most of the Pontic colonies, under various epiclesis, as protector of the city and of its citizens.",<2> <1> <3> <3> <4> <4>
236,"BaniÄ, B. The application of multimedia aimed at improving the acquisition of typical topics in natural and social science programs in high schools (2013) Journal of Information and Organizational Sciences, 37 (2), pp. 77-87.","The issue of natural and social science courses in high schools, as well as in grammar schools, is very important not only on a global level.",<1> <2> <1> <1> <1> <3> <4>
237,"Vital'evich, Z.D. Idealization of Â«the criminalÂ» in social and private life (2013) Criminology Journal of Baikal National University of Economics and Law, (4), pp. 45-50.",The article reveals some cultural aspects of criminal image reproduction in social life.,<2> <2> <1> <1> <1> <1> <3> <3> <4> <4> <5>
238,"Tsurutani, C., Selvanathan, E. Influence of generational cohort and experience with non-native speakers on evaluation of speakers with foreign-accented speech (2013) International Journal of the Sociology of Language, (224), pp. 43-62.",This article reports the effect of participants' generational differences and subsequent amount of contact with non-native speakers on the perception of foreign-accented speech in the context of internationalization of Japan.,<2> <3> <1> <1> <3> <4> <4> <4> <4>
239,"Pastor, J.M.A., Mora, V.G. The technological imaginary of Domingo Faustino Sarmiento: Representations and archetypes of America (1845-1885) [El imaginario tecnolÃ³gico de Domingo Faustino Sarmiento: Representaciones y arquetipos de AmÃ©rica (1845-1885)] (2013) Anuario de Estudios Americanos, 70 (2), pp. 673-697.","The paper explores the technical dimension of Domingo Faustino Sarmiento's imaginary and its influence on the construction of representations concerning nature, human types, progress of nations, and scientific personalities.",<2> <1> <2>
240,"Fawaz-Yissi, M.J., RodrÃ­guez-GarcÃ©s, C. Rural women and work in Central Chile. Attitudes, factors and meanings [Mujeres rurales y trabajo en Chile Central. Actitudes, factores y significaciones] (2013) Cuadernos de Desarrollo Rural, 10 (72), pp. 47-68.","Despite the increasing incorporation of women into the labour market, Chile records a low rate of female participation compared with Latin American and OECD countries.",<1> <1> <4> <4>
241,"ÅengÃ¼l, S.a , Dereli, M.b  The effect of learning integers using cartoons on 7th grade students' attitude to mathematics [Tam sayi{dotless}lar konusunun karikatÃ¼rle Ã¶Ç§retiminin 7. si{dotless}ni{dotless}f Ã¶Ç§rencilerinin matematik tutumuna etkisi] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2526-2534.",The purpose of this research is to investigate the effect on students' attitudes toward mathematics when cartoons are used in teaching integers.,<2> <3> <3> <3> <3> <3> <3> <3> <4> <5> <5> <5>
