id,metadata,first_sentence,moves
244,"Kuckertz, A. Entrepreneurship education: Status quo and prospective developments (2013) Journal of Entrepreneurship Education, 16, pp. 59-71.",This paper discusses the current state of entrepreneurship education particularly at the level of higher education institutions.,<1> <2> <4> <4>
245,"Boudreau, J., Andelloux, M. A Review of America's Sexual Transformation (2013) American Journal of Sexuality Education, 8 (4), pp. 311-315.","America's Sexual Transformation, written by sexuality educator and therapist Gary Kelly, pushes both professionals and the general public to move beyond the standard conversations that occur around the topic of sexuality.",<1> <1> <3>
246,"Desimone, L.M. Teacher and administrator responses to standards-based reform (2013) Teachers College Record, 115 (8), art. no. 080305, . Cited 1 time.","Since the onset of standards-based reform and its continuation in the form of No Child Left Behind (NCLB) and now Race to the Top, debates have continued about whether such policies foster desirable change in states, districts, schools and classrooms.",<1> <2> <3> <3> <3> <3> <3> <4> <4> <4> <4> <4> <5> <5>
247,"Janke, K.K.a , Traynor, A.P.b , Boyle, C.J.c  Competencies for student leadership development in doctor of pharmacy curricula to assist curriculum committees and leadership instructors (2013) American Journal of Pharmaceutical Education, 77 (10), . Cited 1 time.",Objective.,<2> <2> <3> <3> <3> <3> <3> <4> <4> <4> <5> <5> <5> <5> <5>
248,"Traynor, A.P.a , Boyle, C.J.b , Janke, K.K.c  Guiding principles for student leadership development in the doctor of pharmacy program to assist administrators and faculty members in implementing or refining curricula (2013) American Journal of Pharmaceutical Education, 77 (10), . Cited 2 times.","To assist administrators and faculty members in colleges and schools of pharmacy by gathering expert opinion to frame, direct, and support investments in student leadership development.",<1> <2> <3> <3> <3> <3> <3> <3> <3> <4> <4> <5> <5>
249,"Wheeler, A.a , Fowler, J.b , Hattingh, L.c  Using an Intervention Mapping Framework to Develop an Online Mental Health Continuing Education Program for Pharmacy Staff (2013) Journal of Continuing Education in the Health Professions, 33 (4), pp. 258-266.",Current mental health policy in Australia recognizes that ongoing mental health workforce development is crucial to mental health care reform.,<1> <1> <2> <3> <3> <3> <3> <3> <3> <3> <3> <4> <5>
250,"O'Donoghue, T.a , Harford, J.b  Addressing the apparent paradox of the Catholic sister principal: 1940-1965 (2013) History of Education, 42 (6), pp. 765-782.",A body of scholarship on the history of the lives of Catholic teaching sisters has thrown up various challenges to educational historians.,<1> <2> <1> <3> <4>
251,"Grose, J., Paternotte, C. Social norms: Repeated interactions, punishment, and context dependence (2013) Public Reason, 5 (1), pp. 19-30.","We argue that recent game theoretic approaches to social norms differ on some fundamental issues, our focus being on recent accounts by Ken Binmore and Cristina Bicchieri.",<1> <1> <2> <4> <4>
252,"Harding, T. Faith-Based Organizations and the Secular State: The Establishment of a Muslim Study Association in Sweden (2013) Journal of Muslim Minority Affairs, 33 (3), pp. 341-355.","This article analyses the strategies adopted by Ibn Rushd Study Association, a Swedish-Muslim faith-based organization (FBO), to establish itself as a representative of Swedish Muslims in relation to the national government, as well as one of the 10 recognized study associations that handles much of the government-supported adult education in Sweden.",<1> <1> <4> <2> <2>
253,"KarakaÅ, N. Assessing the Potential of Minority Ethnic Teachers from a Transnational Perspective-'Multilingualism Is My Capital' (2013) Journal of Contemporary European Studies, 21 (4), pp. 526-540.",Germany is a country whose society is deeply affected by migration and transmigration.,<1> <1> <1> <1> <1> <2> <3> <4> <6>
254,"Baral, J.K.a  b  The Afghan Game: Interests and Moves (2013) Strategic Analysis, 37 (6), pp. 700-715.","In Afghanistan, the third Great Game is still on.",<1> <1> <2> <5>
255,"Engberg, M.E.a , Wolniak, G.C.b  College student pathways to the STEM disciplines (2013) Teachers College Record, 115 (1), art. no. 010304, .","As concerns mount about the shortage of students entering science, technology, engineering, and math (STEM) careers, policy makers throughout the United States are contemplating strategies to maintain and enhance our nation's economic vitality and international competitiveness.",<1> <1> <2> <2> <3> <3> <3> <4> <4> <5>
256,"Crane, B.a , Towne, A.a , Crane-Seeber, J.P.b  The Four Boxes of Gendered Sexuality: A Lesson Plan for Teaching About the History and Effects of Gendered Sexuality (2013) American Journal of Sexuality Education, 8 (4), pp. 274-305.","Why might intelligent, assertive females overlook sweet, caring guys, choosing instead to date males whose traditional masculinity makes them popular with other powerful males but who treat females and ""weaker"" males poorly?",<1> <1> <1> <1> <1> <2> <2> <2> <3>
257,"Agirdag, O.a , Van Avermaet, P.b , Van Houtte, M.c  School segregation and math achievement: A mixed-method study on the role of self-fulfilling prophecies (2013) Teachers College Record, 115 (3), art. no. 030305, .","In educational research on children's academic performance, few topics have received more attention than the consequences of school segregation and the impact of self-fulfilling prophecies.",<1> <1> <2> <3> <3> <3> <3> <3> <4> <4> <5> <5> <5>
258,"Rod-Welch, L.J., Weeg, B.E., Caswell, J.V., Kessler, T.L. Relative Preferences for Paper and for Electronic Books: Implications for Reference Services, Library Instruction, and Collection Management (2013) Internet Reference Services Quarterly, 18 (3-4), pp. 281-303.","While electronic books (e-books) can make intellectual content more accessible, librarians are faced with uncertainties about e-book acceptance and decreasing materials budgets.",<1> <2> <2> <3> <4>
259,"Ferrando, P.J. A general linear framework for modeling continuous responses with error in persons and items (2013) Methodology, 9 (4), pp. 150-161.",This study develops a general linear model intended for personality and attitude items with (approximately) continuous responses that is based on a double source of measurement error: items and persons.,<1> <2> <3> <6>
260,"Castleden, H., Daley, K., Sloan Morgan, V., Sylvestre, P. Settlers unsettled: using field schools and digital stories to transform geographies of ignorance about Indigenous peoples in Canada (2013) Journal of Geography in Higher Education, 37 (4), pp. 487-499.","Geography is a product of colonial processes, and in Canada, the exclusion from educational curricula of Indigenous worldviews and their lived realities has produced ""geographies of ignorance"".",<1> <2> <3> <4> <5>
261,"Enns, P.K., Koch, J. Public opinion in the U.S. states: 1956 to 2010 (2013) State Politics and Policy Quarterly, 13 (3), pp. 349-372.","In this article, we create, validate, and analyze new dynamic measures of state partisanship, state policy mood, and state political ideology.",<3> <1> <3> <3> <4> <4>
262,"Karali, E.a  d , Brunner, B.b , Doherty, R.a , Hersperger, A.M.c , Rounsevell, M.D.A.a  The Effect of Farmer Attitudes and Objectives on the Heterogeneity of Farm Attributes and Management in Switzerland (2013) Human Ecology, 41 (6), pp. 915-926.",Identifying and interpreting the heterogeneity of farmer behaviour is becoming increasingly important in support of policy- and decision-making goals.,<1> <2> <3> <4> <4> <5> <6>
263,"Komppula, R., Suni, J. Identifying hunting tourist types - an exploratory case study from Finland (2013) Tourism Review, 68 (1), pp. 48-61.",This study is an attempt to increase the understanding of the hunting tourism customer.,<1> <2> <3> <3> <3> <4> <4> <4> <4> <4> <4> <4> <5> <6> <6>
264,"Pierce, J. The Dying Animal (2013) Journal of Bioethical Inquiry, 10 (4), pp. 469-478. Cited 2 times.",The study of animal death is poised to blossom into an exciting new interdisciplinary field-and one with profound relevance for bioethics.,<1> <1> <2> <5>
265,"Famoroti, T.O.a , Fernandes, L.b , Chima, S.C.c  Stigmatization of people living with HIV/AIDS by healthcare workers at a tertiary hospital in KwaZulu-Natal, South Africa: A cross-sectional descriptive study (2013) BMC Medical Ethics, 14 (SUPPL.1), art. no. S6, .",The issue of stigma is very important in the battle against HIV/AIDS in Africa since it may affect patient attendance at healthcare centres for obtaining antiretroviral (ARV) medications and regular medical check-ups.,<1> <1> <2> <2> <3> <3> <4> <4> <4> <4> <4> <5> <5>
266,"HaÅadewicz-Grzelak, M.a , Wilson, A.b  Mapping skeuomorphic artifacts among polish young adults: A semantic differential study of sculptures at the LicheÅ pilgrimage centre (2013) Polish Sociological Review, 181 (1), pp. 103-128. Cited 1 time.",Surprisingly little is known about the religious attitudes of young adults in Poland.,<1> <1> <1> <2> <2> <3> <3> <3> <4> <4> <6> <6> <6> <6> <3> <5>
267,"Schlee, R.P., Stewart, R., Summers, D. Training students for entrepreneurial activities: Lessons from a social venture plan competition (2013) Journal of Entrepreneurship Education, 16 (SPEC. ISSUE), pp. 125-138.",This research examines the attitudes towards entrepreneurship by a sample of 65 students and alumni who participated in a Social Venture Plan Competition (SVPC) hosted by a business school at a university in the western United States.,<2> <1> <3> <3> <4> <6> <4>
268,"Billings, A.C.a , Brown, N.A.b , Brown, K.A.c , Guoqingd , Leeman, M.A.e , LiÄen, S.f , Novak, D.R.g , Rowe, D.h  From Pride to Smugness and the Nationalism Between: Olympic Media Consumption Effects on Nationalism Across the Globe (2013) Mass Communication and Society, 16 (6), pp. 910-932.","To measure relationships between Olympic media viewing and nation-based attitudes, 6 nations (Australia, Bulgaria, China, the Netherlands, Slovenia, and the United States) were surveyed in the 5 days immediately after the 2012 London Olympics.",<1> <2> <3> <4> <5>
269,"Zhou, S.a , Shen, B.a , Zhang, C.b , Zhong, X.c  Creating a Competitive Identity: Public Diplomacy in the London Olympics and Media Portrayal (2013) Mass Communication and Society, 16 (6), pp. 869-887.",Sports events such as the Olympics are ideal venues for a country to exercise public diplomacy and to promote a competitive identity.,<1> <2> <3> <4> <5>
270,"Ilic, D.a , Bin Nordin, R.b , Glasziou, P.c , Tilson, J.K.d , Villanueva, E.e  Implementation of a blended learning approach to teaching evidence based practice: A protocol for a mixed methods study (2013) BMC Medical Education, 13 (1), art. no. 170, .",Evidence based practice (EBP) requires that health professionals are competent in integrating the best evidence in their decision making.,<1> <1> <1> <2> <3> <3> <3> <3> <3> <5>
271,"Panait-BÃ®rzescu, F. The cult of Apollo in the Greek cities of the Black Sea: The contribution of iconographic documentation [Le culte d'apollon dans les cites grecques de la mer noire: L'apport de la documentation iconographique] (2013) Dacia, 57, pp. 81-97.","The present paper presents an analysis of the iconographical evidence, which could bring new data for the knowledge of Apollo's cult, a deity worshipped in most of the Pontic colonies, under various epiclesis, as protector of the city and of its citizens.",<1> <2> <3> <3> <4> <4>
272,"BaniÄ, B. The application of multimedia aimed at improving the acquisition of typical topics in natural and social science programs in high schools (2013) Journal of Information and Organizational Sciences, 37 (2), pp. 77-87.","The issue of natural and social science courses in high schools, as well as in grammar schools, is very important not only on a global level.",<1> <2> <3> <3> <4> <3> <4> <5>
273,"Vital'evich, Z.D. Idealization of Â«the criminalÂ» in social and private life (2013) Criminology Journal of Baikal National University of Economics and Law, (4), pp. 45-50.",The article reveals some cultural aspects of criminal image reproduction in social life.,<1> <1> <2> <2> <1> <1> <3> <4> <3> <3> <4>
274,"Tsurutani, C., Selvanathan, E. Influence of generational cohort and experience with non-native speakers on evaluation of speakers with foreign-accented speech (2013) International Journal of the Sociology of Language, (224), pp. 43-62.",This article reports the effect of participants' generational differences and subsequent amount of contact with non-native speakers on the perception of foreign-accented speech in the context of internationalization of Japan.,<1> <1> <1> <1> <2> <4> <4>
275,"Pastor, J.M.A., Mora, V.G. The technological imaginary of Domingo Faustino Sarmiento: Representations and archetypes of America (1845-1885) [El imaginario tecnolÃ³gico de Domingo Faustino Sarmiento: Representaciones y arquetipos de AmÃ©rica (1845-1885)] (2013) Anuario de Estudios Americanos, 70 (2), pp. 673-697.","The paper explores the technical dimension of Domingo Faustino Sarmiento's imaginary and its influence on the construction of representations concerning nature, human types, progress of nations, and scientific personalities.",<1> <2> <6>
276,"Fawaz-Yissi, M.J., RodrÃ­guez-GarcÃ©s, C. Rural women and work in Central Chile. Attitudes, factors and meanings [Mujeres rurales y trabajo en Chile Central. Actitudes, factores y significaciones] (2013) Cuadernos de Desarrollo Rural, 10 (72), pp. 47-68.","Despite the increasing incorporation of women into the labour market, Chile records a low rate of female participation compared with Latin American and OECD countries.",<1> <2> <4> <4>
277,"ÅengÃ¼l, S.a , Dereli, M.b  The effect of learning integers using cartoons on 7th grade students' attitude to mathematics [Tam sayi{dotless}lar konusunun karikatÃ¼rle Ã¶Ç§retiminin 7. si{dotless}ni{dotless}f Ã¶Ç§rencilerinin matematik tutumuna etkisi] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2526-2534.",The purpose of this research is to investigate the effect on students' attitudes toward mathematics when cartoons are used in teaching integers.,<2> <3> <3> <3> <3> <3> <4> <4> <4> <5>
278,"Bruggen, M.-C.a , Eytan, A.b , Gravier, B.c , Elger, B.S.d  Medical and legal professionals' attitudes towards confidentiality and disclosure of clinical information in forensic settings: A survey using case vignettes (2013) Medicine, Science and the Law, 53 (3), pp. 132-148.","When potentially dangerous patients reveal criminal fantasies to their therapists, the latter must decide whether this information has to be transmitted to a third person in order to protect potential victims.",<1> <1> <2> <3> <3> <4> <4> <4> <4> <5> <5>
279,"Avci, R.a , GÃ¼Ã§ray, S.S.b  The relationships among interparental conflict, peer, media effects and the violence behaviour of adolescents: The mediator role of attitudes towards violence [Ebeveynler arasi{dotless} Ã§ati{dotless}Åma, akran ve medya etkileri ile ergenlerdeki Åiddet davrani{dotless}Åi{dotless} arasi{dotless}ndaki Ä°liÅkiler: Åiddete yÃ¶nelik tutumlari{dotless}n araci{dotless} rolÃ¼] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2005-2015.","The aim of this research is to investigate interparental conflict, peer and media effects and its direct relationship with the violence behaviour of adolescents and the mediator role of attitudes towards violence.",<2> <1> <3> <3> <4> <4> <5>
280,"Crone, T.S., Portillo, M.C. Jigsaw variations and attitudes about learning and the self in cognitive psychology (2013) Teaching of Psychology, 40 (3), pp. 246-251.",Jigsaw classroom research has primarily explored racial relationships at the primary and secondary educational levels.,<1> <2> <2> <3> <3> <4> <4> <5>
281,"Cutts, B.B.a , Moore, N.b , Fox-Gowda, A.c , Knox, A.C.d , Kinzig, A.e  Testing neighborhood, information seeking, and attitudes as explanations of environmental knowledge using random forest and conditional inference models (2013) Professional Geographer, 65 (4), pp. 561-579.","This article tests the explanatory power and interactions among five alternative explanations of environmental knowledge: (1) local information availability, (2) neighborhood characteristics, (3) environmental attitudes, (4) personal empowerment, and (5) information seeking.",<1> <3> <2> <5> <6> <6>
282,"Ngcobo, S. Educators' attitudes towards the role of isiZulu in education: Additive rather than exclusive (2013) Southern African Linguistics and Applied Language Studies, 31 (2), pp. 185-205.",It is crucial to find out if African educators are ready to embrace the language in education policy that should mostly benefit the education of African children.,<1> <2> <4> <4> <5> <4> <6> <6>
283,"Tamam, E.a , Idris, F.b , Tien, W.Y.M.c , Ahmad, M.A.a  Influence of expectation and campus racial climate on undergraduates' interracial interaction (2013) Asia Pacific Journal of Education, 33 (3), pp. 295-309.","In this study, the authors examine the influence of interracial interaction expectation and campus racial climate perception on attitudes toward interracial interaction which, in turn, influences the levels of interracial interaction among students at a multicultural university in Malaysia.",<2> <1> <3> <4> <4> <4> <4> <5>
284,"Wigglesworth, G., Billington, R. Teaching creole-speaking children: Issues, concerns and resolutions for the classroom (2013) Australian Review of Applied Linguistics, 36 (3), pp. 234-249.",There are now significant numbers of children who speak a language other than English when they enter the formal school system in Australia.,<1> <1> <1> <1> <1> <1> <2>
285,"Wilson, S.G. The flipped class: A method to address the challenges of an undergraduate statistics course (2013) Teaching of Psychology, 40 (3), pp. 193-199.",Undergraduate statistics courses are perceived as challenging by both students and instructors.,<1> <1> <2> <3> <4> <5>
286,"Muravyeva, M. 'Till death us do part': Spousal homicide in early modern russia (2013) History of the Family, 18 (3), pp. 306-330.","The history of domestic violence, let alone domestic homicide, in Russia has yet to be written.",<1> <1> <3> <4> <4> <4> <4> <4>
287,"Shergill, B.a , Zokaie, S.b , Carr, A.J.c  Non-adherence to topical treatments for actinic keratosis (2014) Patient Preference and Adherence, 8, pp. 35-41.","There is limited information on the patterns of use, adherence rates, and factors that impact adherence with topical treatments for actinic keratosis (AK).",<1> <2> <3> <4> <4> <4> <4> <5> <5> <5>
288,"Waldman, D.A.a , Galvin, B.M.b , Walumbwa, F.O.a  The development of motivation to lead and leader role identity (2013) Journal of Leadership and Organizational Studies, 20 (2), pp. 156-168.",Leadership development has been continually recognized by organizations as a competence and a mind-set that is worthy of substantial time and resources.,<1> <1> <2> <3> <5>
289,"Caruso, R.a , Di Domizio, M.b  International hostility and aggressiveness on the soccer pitch: Evidence from European Championships and World Cups for the period 2000-2012 (2013) International Area Studies Review, 16 (3), pp. 262-273. Cited 1 time.",Some researchers consider soccer matches as the stylization of a war in other battlefields.,<1> <1> <2> <3> <3> <4> <4> <5>
290,"Sellwood, J.a , Angelo, D.b  Everywhere and nowhere: Invisibility of aboriginal and Torres Strait Islander contact languages in education and indigenous language contexts (2013) Australian Review of Applied Linguistics, 36 (3), pp. 250-266.","The language ecologies of Aboriginal and Torres Strait Islander communities in Queensland are characterised by widespread language shift to contact language varieties, yet they remain largely invisible in discourses involving Indigenous languages and education.",<1> <1> <2> <3> <3> <4> <5>
291,"Wishart, J.R. A history of the Shetland Archives (2013) Journal of the Society of Archivists, 34 (1), pp. 84-94.","Exploring the history of how a local archive comes to exist, and indeed its pre-history, is important for understanding its ethos and direction.",<1> <1> <2> <3> <4> <5>
292,"CoÅkuntuncel, O. The use of alternative regression methods in social sciences and the comparison of least squares and M estimation methods in terms of the determination of coefficient [Sosyal bilimlerde alternatif regresyon yÃ¶ntemi kullani{dotless}mi{dotless} ve en kÃ¼Ã§Ã¼k kareler ile M tahmin yÃ¶ntemlerinin belirleyicilik katsayi{dotless}si{dotless} aÃ§i{dotless}si{dotless}ndan karÅi{dotless}laÅti{dotless}ri{dotless}lmasi{dotless}] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2151-2158.",The purpose of this study is two-fold; the first aim being to show the effect of outliers on the widely used least squares regression estimator in social sciences.,<2> <2> <3> <3> <3> <3> <3> <3> <4> <5>
293,"Fazal, S., Amin, A. Boatmen and status of Dal Lake and its environs: A tale of Srinagar (2013) Environment and Urbanization ASIA, 4 (1), pp. 73-92.","The paper explores how rapid urbanization in Srinagar (India) has led to the decay of the environment of Dal Lake - one of the most tourist frequented locations in India, and the impact it has had on the local aboriginal community of Hanjis who are dependent on the Lake for their livelihoods.",<1> <1> <1> <2> <3> <1>
294,"Ãnen, F.a , MuÅlu Kaygisiz, G.b  Prospective science teachers' self-efficacy beliefs about teaching science between 6-8 terms and the opinions on these beliefs [Fen bilgisi Ã¶Ç§retmen adaylari{dotless}ni{dotless}n 6-8. DÃ¶nemler arasi{dotless}ndaki fen Ã¶Ç§retimine yÃ¶nelik Ã¶z yeterlik Ä°nanÃ§lari{dotless} ve bu Ä°nanca Ä°liÅkin gÃ¶rÃ¼Åleri] (2013) Kuram ve Uygulamada Egitim Bilimleri, 13 (4), pp. 2449-2453.",The formal educational institutions and the society have an important function in acquiring a sense of self-efficacy.,<1> <1> <2> <3> <3> <3> <3> <3> <4> <4> <5>
295,"Miller, M.K.a , Chamberlain, J.b  How religious characteristics are related to attitudes toward GLB individuals and GLB rights (2013) Journal of GLBT Family Studies, 9 (5), pp. 449-473.","Two studies conducted in the United States investigated whether individuals' religious characteristics (e.g., orthodoxy, evangelism, literal interpretism, quest, extrinsic religiosity) affect their attitudes toward gay, lesbian, and bisexual (GLB) individuals and GLB rights (marriage, adoption, sexual behavior).",<1> <4> <4> <4> <5>
296,"Huang, Y.-M.a , Liang, T.-H.a , Chiu, C.-H.b  Gender differences in the reading of e-books: Investigating children's attitudes, reading behaviors and outcomes (2013) Educational Technology and Society, 16 (4), pp. 97-110.","As indicated by some studies, the problem of ""falling behind"" often exists when using computer-assisted learning with children, and gender may be a factor in this.",<1> <1> <1> <2> <3> <4> <3> <4> <5> <5> <6> <6>
297,"Ashley, G.a , Ramirez, O.a , Cort, M.b  Attitudes toward sexual abstinence among Black Seventh-Day Adventist college students (2013) Christian Higher Education, 12 (5), pp. 349-362.",The purpose of this study was to identify Black Seventh-Day Adventist (SDA) college students' attitudes toward the concept of sexual abstinence.,<2> <1> <3> <3> <4> <4> <4> <5> <6> <6>
298,"Liew, T.W., Tan, S.-M., Jayothisa, C. The effects of peer-like and expert-like pedagogical agents on learners' agent perceptions, task-related attitudes, and learning achievement (2013) Educational Technology and Society, 16 (4), pp. 275-286.","The present study examined the impact of peer-like and expert-like agent stereotypes, as operationalized by agent's image and voice, on learners' agent perceptions, task-related attitudes, and learning achievement.",<1> <2> <3> <4> <5>
299,"Lanero, A.a , Luis VÃ¡zquez, J.a , PurificaciÃ³n GarcÃ­a, M.a , Alves, H.M.b  The perception of sustainability in the university: Implications for undergraduates' attitudes towards responsible consumption (2013) International Journal of Sustainability Education, 8 (1), pp. 131-141.","At a time when adaptation of professional profiles to the new socioeconomic needs has became a priority for the new structure of higher education in Europe, it seems pertinent to analyze the concept of sustainability in organizations held by students, as future workers in both the private and public sectors.",<1> <1> <2> <3> <4> <4> <5>
300,"Schlez, M. The merchants of Buenos Aires against neutral trade (1796-1806) [Los comerciantes de buenos aires frente al comercio con neutrales (1796-1806)] (2013) Temas Americanistas, 31, pp. 63-86.","The article analyzes the attitudes and reactions caused, among traders of Buenos Aires, allowing trade with neutral nations.",<1> <2> <2>
301,"Newhouse, L. Working with Russian-Jewish immigrants in end-of-life care settings (2013) Journal of Social Work in End-of-Life and Palliative Care, 9 (4), pp. 331-342.",This article examines Russian-Jewish immigrant clients' attitudes toward death and dying in the context of today's health care system.,<1> <1> <3> <6> <6>
302,"Kamoen, N.a , Holleman, B.b , van den Bergh, H.b  Positive, negative, and bipolar questions: The effect of question polarity on ratings of text readability (2013) Survey Research Methods, 7 (3), pp. 181-189.","For decades, survey researchers have known that respondents give different answers to attitude questions worded positively (""X is good.",<1> <1> <1> <1> <2> <3> <4> <4> <5> <6>
303,"De Molina, A.H.G. Jewish inmigration to cuba and the impact of European antisemitism. The case of St. Louis [La inmigraciÃ³n judÃ­a a cuba y el impacto del antisemitismo Europeo. El caso del St. Louis.] (2013) Temas Americanistas, 31, pp. 50-62.","Despite the tolerant attitude of Cuban society towards immigrants, the impact of anti-Semitic campaigns orchestrated from Europe was felt through the Cuban press, who responded against Jewish immigration.",<1> <1> <1> <1>
304,"Werts, A.B.a , Della Sala, M.b , Lindle, J.b , Horace, J.M.b , Brewer, C.b , Knoeppel, R.b  Education Stakeholders' Translation and Sense-Making of Accountability Policies (2013) Leadership and Policy in Schools, 12 (4), pp. 397-419.","Scholars of education policy have consistently found that the capacity, beliefs, and values of local actors affect the relative success or failure of policy implementation.",<1> <2> <4> <5>
305,"Hardy, J. Appraisal, environmental education, and environmental literacy (2013) International Journal of Sustainability Education, 8 (4), pp. 23-36.","This paper outlines and uses Appraisal (Martin & White, 2007), a linguistic framework for evaluative language, to analyse a newspaper article that represents Australian school students as being terrified by climate change lessons.",<1> <3> <5>
306,"PietikÃ¤inen, S., PitkÃ¤nen-Huhta, A. Multimodal literacy practices in the indigenous sÃ¡mi classroom: Children navigating in a complex multilingual setting (2013) Journal of Language, Identity and Education, 12 (4), pp. 230-247.",This article explores multimodal literacy practices in a transforming multilingual context of an indigenous and endangered S?mi language classroom.,<1> <1> <3> <5>
307,"Harrison, J. Building mounds. Longhouses, coastal mounds and cultural connections: Norway and the Northern isles, c ad 800-1200 (2013) Medieval Archaeology, 57 (1), pp. 35-60.",WHY WERE important Viking longhouses built on large mounds of sand and then repeatedly rebuilt in precisely the same apparently challenging location?,<1> <1> <1> <1> <1> <2> <3> <3> <3>
308,"Bombelli, G.a , Soler, L.R.a , Waasaf, M.S.b  The language of evaluation: Paralinguistic features as a phonological domain for appraisal (2013) DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada, 29 (2), pp. 267-280.","In this paper we explore the relationship between the language of evaluation and the use of paralinguistic features in reading aloud, relating Eggins & Slade's (1997) categories of appraisal with Brown's (1990) taxonomy of paralinguistic features.",<1> <2> <3> <4>
309,"Sinnema, C.E.L., Le Fevre, D., Robinson, V.M.J., Pope, D. When Others' Performance Just Isn't Good Enough: Educational Leaders' Framing of Concerns in Private and Public (2013) Leadership and Policy in Schools, 12 (4), pp. 301-336.",Effective instructional leadership demands that leaders address the inevitable problems and concerns that exist in any educational organization.,<1> <1> <2> <4> <4>
310,"Muthanna, A. A tragic educational experience: Academic injustice in higher education institutions in yemen (2013) Policy Futures in Education, 11 (5), pp. 532-537.",This article outlines the tragic educational experience of one Yemeni scholar who has been oppressed by the education policy that Yemeni university administrators are accustomed to implementing while employing candidates.,<1> <1> <1> <1> <4> <5>
311,"Fu, H.a , Chu, S.a , Kang, W.b  Affordances and constraints of a wiki for primary-school students' group projects (2013) Educational Technology and Society, 16 (4), pp. 85-96.",This study examined a wiki as a computer-supported collaborative learning (CSCL) environment at upper primary level.,<1> <1> <3> <4> <4> <4> <5> <6> <6>
312,"Crockett, B.a , Keleher, H.b , Rudd, A.a , Klein, R.a  c , Locke, B.a , Roussy, V.a  Using SMS as a harm reduction strategy: An evaluation of the RAGE (register and get educated) project (2013) Youth Studies Australia, 32 (3), .","The RAGE (Register And Get Educated) project explored the feasibility of SMS (Short Message Service) as a means of communicating harm-reduction messages in relation to alcohol and other drugs to young people residing in the City of Knox, Victoria.",<1> <2> <3> <3> <4> <4> <5>
313,"Parkhomenko, E.A. The influence of involvement in sports occupations on personal social relations in educational environment (2013) Teoriya i Praktika Fizicheskoy Kultury, (11), pp. 8-10.",Social relations are an essential condition of the individual's transformation into a personality.,<1> <1> <1> <1> <1> <2> <3> <4> <4> <4> <5>
314,"Morris, J. From 'peace by dictation' to international organisation: Great power responsibility and the creation of the United Nations (2013) International History Review, 35 (3), pp. 511-533.","This article examines the attitudes of US, British, and Soviet policy-makers as they planned for the forthcoming peace during the Second World War.",<1> <1> <1> <3> <4> <2>
315,"Uzunboylu, H., Hursen, C. Evaluation of teachers' attitudes and perceptions of competence regarding lifelong learning [Evaluacija nastavniÄkih stavova i poimanja kompetentnosti u pogledu cjeloÅ¾ivotnog uÄenja] (2013) Croatian Journal of Education, 15 (SPEC. EDITION 3), pp. 177-204.",This study investigated teachers' attitudes and perceptions of competence in relation to lifelong learning.,<1> <2> <4> <4>
316,"Denac, O.a , Äagran, B.a , Denac, J.b , Sicherl Kafol, B.b  Students' attitudes towards arts and cultural learning in the Slovenian educational system [stavovi studenata prema umjetniÄkom i kulturnom odgoju u slovenskom odgojno-obrazovnom sustavu] (2013) Croatian Journal of Education, 15 (SPEC. EDITION 3), pp. 39-72.",The paper presents the results of the research involving 552 university students from across Slovenia.,<3> <1> <4> <4> <4> <4> <4> <4>
317,"RuÅ¾iÄ Baf, M.a , RadetiÄ-PaiÄ, M.a , Zarevski, P.b  Future teachers' attitudes about certain aspects of information and communication technologies [Stavovi buduÄih uÄitelja o nekim aspektima informacijskih i komunikacijskih tehnologija] (2013) Croatian Journal of Education, 15 (SPEC. EDITION 3), pp. 149-175.",The use of information and communication technologies (ICT) has an important place within the process of education.,<1> <1> <1> <1> <1> <2> <4> <4>
318,"Kugler, M.B.a , Funk, F.b , Braun, J.c , Gollwitzer, M.c , Kay, A.C.d , Darley, J.M.b  Differences in punitiveness across three cultures: A test of American exceptionalism in justice attitudes (2013) Journal of Criminal Law and Criminology, 103 (4), pp. 1071-1114.",The United States has the highest incarceration rate in the world and a more punitive approach to criminal justice issues than comparable Western democracies.,<1> <1> <2> <3> <4> <4> <5> <5> <5>
319,"Dommett, E.J.a , Devonshire, I.M.b  c , Sewter, E.b , Greenfield, S.A.b  The impact of participation in a neuroscience course on motivational measures and academic performance (2013) Trends in Neuroscience and Education, 2 (3-4), pp. 122-138.",Previous work suggests how pupils view their intelligence (fixed or flexible) influences academic performance.,<1> <2> <3> <3> <4> <4> <6>
320,"Perdue, P.C. Nature and power: China and the Wider World (2013) Social Science History, 37 (3), pp. 373-391.","I discuss the references in Nature and Power to imperial China, especially its thorough discussion of key issues in China's environmental history, but I point out several limitations.",<1> <1> <3>
321,"Mawromatis, C.a  b  Tensions and convergence: Contemporary urban design as an alternative to urban sprawl [Tensiones y convergencia: El diseÃ±o urbano contemporÃ¡neo como alternativa a la ciudad dispersa y difusa] (2013) Revista INVI, 28 (79), pp. 125-163.","Over the last three decades, the discipline of urban design has been experiencing a phenomenon revealing a more comprehensive and sustainable conception of urban growth, becoming a real and feasible alternative to sprawl.",<1> <1> <2> <4> <4>
